EXTRACTOR|MEASURE|MODEL|FILTER|ROC_AUC|AUC_PR|Max. f1
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.91430735|0.38155311|0.40786701
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.91917522|0.27682149|0.36378958
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.93105811|0.33556751|0.41702267
ResNet50V2_Stack4_LargeImage|per patch|SVG|(0, 2, 2)|0.89476116|0.17859645|0.33432408
ResNet50V2_Stack4_LargeImage|per patch|BalancedDistributionSVG/500/31/0.30|(0, 2, 2)|0.90649553|0.20243659|0.35090771
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.91856487|0.26838981|0.36330762
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.93201170|0.40961153|0.42968601
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.87563665|0.19117804|0.27789821
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.87717350|0.20993013|0.30278884
ResNet50V2_Stack4_LargeImage|per patch|SVG|(1, 0, 0)|0.87390281|0.17258663|0.27848357
ResNet50V2_Stack4_LargeImage|per patch|BalancedDistributionSVG/500/31/0.30|(1, 0, 0)|0.87479623|0.19056826|0.31141406
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.87623991|0.19073537|0.27855270
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.87330737|0.22432928|0.30682353
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.85311610|0.16247025|0.24881240
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.85818997|0.17563956|0.26108461
ResNet50V2_Stack4_LargeImage|per patch|SVG|(2, 0, 0)|0.85346646|0.15262439|0.25413700
ResNet50V2_Stack4_LargeImage|per patch|BalancedDistributionSVG/500/31/0.30|(2, 0, 0)|0.86099657|0.17304507|0.28990626
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.85391250|0.16236721|0.24891113
ResNet50V2_Stack4_LargeImage|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.85355143|0.18495951|0.26468481
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|None|0.55094163|0.48408062|0.62406015
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.52976956|0.45287450|0.63157895
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|None|0.53292783|0.44261344|0.63348416
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|None|0.52719616|0.44066341|0.62790698
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|None|0.54895309|0.47887430|0.62641509
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.51105392|0.44654488|0.61940299
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.56497836|0.57483678|0.63374486
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.54076500|0.44550736|0.63900415
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|(1, 1, 1)|0.55679027|0.45051428|0.65612648
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|(1, 1, 1)|0.52052872|0.43222522|0.64843750
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.56556322|0.57364561|0.63900415
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.55620540|0.49622050|0.62857143
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.70873786|0.66051065|0.67289720
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.63609779|0.50022432|0.68141593
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|(2, 2, 2)|0.65972628|0.55638897|0.68695652
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|(2, 2, 2)|0.64627442|0.53888602|0.68965517
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.70604749|0.65741568|0.66382979
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.64510469|0.54270716|0.68493151
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.60732249|0.61227508|0.62641509
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.60989589|0.51635894|0.64957265
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|(0, 1, 1)|0.54462510|0.45913844|0.63967611
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|(0, 1, 1)|0.53468242|0.45346664|0.63529412
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.60369634|0.60692321|0.62406015
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.61398994|0.53989462|0.63492063
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.64639139|0.62856255|0.65060241
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.67879284|0.55853010|0.67980296
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|(0, 2, 2)|0.61937069|0.53693592|0.64516129
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|(0, 2, 2)|0.60720552|0.53263758|0.64197531
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.64580653|0.62860479|0.64800000
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.68440753|0.59202509|0.67000000
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.53035443|0.44744565|0.63601533
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.48204468|0.40118241|0.63601533
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|(1, 0, 0)|0.52392093|0.44052050|0.63601533
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|(1, 0, 0)|0.51280852|0.43085208|0.63601533
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.52883378|0.44404018|0.63320463
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.50532226|0.43772438|0.63117871
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.52848286|0.44214428|0.63117871
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.43303310|0.38231990|0.63358779
ResNet50V2_Stack4_LargeImage|per frame (max)|SVG|(2, 0, 0)|0.55012282|0.44830856|0.64092664
ResNet50V2_Stack4_LargeImage|per frame (max)|BalancedDistributionSVG/500/31/0.30|(2, 0, 0)|0.53152415|0.43566793|0.64313725
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.52649433|0.43852857|0.63117871
ResNet50V2_Stack4_LargeImage|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.47923734|0.40925221|0.64591440
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|None|0.70066674|0.65242398|0.68062827
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.70710025|0.65105890|0.67836257
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|None|0.76862791|0.72542733|0.74556213
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|None|0.80184817|0.77481334|0.75000000
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|None|0.70546263|0.65726492|0.68717949
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.71985027|0.68442538|0.68208092
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.68288689|0.64456882|0.66326531
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.69154287|0.65188324|0.67428571
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|(1, 1, 1)|0.75622880|0.71126077|0.74418605
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|(1, 1, 1)|0.79190549|0.77294283|0.74712644
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.68803369|0.65046049|0.66331658
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.69739151|0.67067013|0.66666667
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.64908176|0.62426533|0.63076923
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.67259329|0.63652009|0.65671642
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|(2, 2, 2)|0.73377003|0.69173159|0.72619048
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|(2, 2, 2)|0.77506141|0.74893502|0.73750000
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.65528132|0.62988417|0.63106796
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.67259329|0.64402907|0.65365854
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.70066674|0.65242398|0.68062827
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.70710025|0.65105890|0.67836257
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|(0, 1, 1)|0.76862791|0.72542733|0.74556213
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|(0, 1, 1)|0.80184817|0.77481334|0.75000000
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.70546263|0.65726492|0.68717949
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.71985027|0.68442538|0.68208092
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.70066674|0.65242398|0.68062827
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.70710025|0.65105890|0.67836257
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|(0, 2, 2)|0.76862791|0.72542733|0.74556213
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|(0, 2, 2)|0.80184817|0.77481334|0.75000000
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.70546263|0.65726492|0.68717949
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.71985027|0.68442538|0.68208092
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.68288689|0.64456882|0.66326531
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.69154287|0.65188324|0.67428571
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|(1, 0, 0)|0.75622880|0.71126077|0.74418605
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|(1, 0, 0)|0.79190549|0.77294283|0.74712644
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.68803369|0.65046049|0.66331658
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.69739151|0.67067013|0.66666667
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.64908176|0.62426533|0.63076923
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.67259329|0.63652009|0.65671642
ResNet50V2_Stack4_LargeImage|per frame (sum)|SVG|(2, 0, 0)|0.73377003|0.69173159|0.72619048
ResNet50V2_Stack4_LargeImage|per frame (sum)|BalancedDistributionSVG/500/31/0.30|(2, 0, 0)|0.77506141|0.74893502|0.73750000
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.65528132|0.62988417|0.63106796
ResNet50V2_Stack4_LargeImage|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.67259329|0.64402907|0.65365854
C3D|per patch|SpatialBin/SVG/0.20|None|0.91702998|0.34623796|0.45956765
C3D|per patch|BalancedDistributionSVG/500/27/0.30|None|0.88258465|0.38339277|0.44964395
C3D|per patch|SpatialBin/SVG/simple_0.50|None|0.91987711|0.36883919|0.44366812
C3D|per patch|SVG|None|0.89036480|0.36650456|0.44166667
C3D|per patch|SpatialBin/SVG/0.50|None|0.91516930|0.34809024|0.45232467
C3D|per patch|SpatialBin/SVG/simple_0.20|None|0.90961672|0.35203015|0.43044190
C3D|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.92399200|0.31739923|0.42722372
C3D|per patch|BalancedDistributionSVG/500/27/0.30|(1, 1, 1)|0.91247951|0.46587904|0.46861925
C3D|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.92721953|0.32074507|0.45089903
C3D|per patch|SVG|(1, 1, 1)|0.91387529|0.41555718|0.45617342
C3D|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.92233538|0.32272857|0.41631505
C3D|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.92555408|0.31912320|0.43362241
C3D|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.88695382|0.23392197|0.32781457
C3D|per patch|BalancedDistributionSVG/500/27/0.30|(2, 2, 2)|0.90983900|0.41667957|0.45924453
C3D|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.87226040|0.21709475|0.32120109
C3D|per patch|SVG|(2, 2, 2)|0.90199378|0.37408637|0.41067098
C3D|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.88874675|0.23998829|0.33774834
C3D|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.87740726|0.22501950|0.32255125
C3D|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.91212066|0.32877376|0.43116490
C3D|per patch|BalancedDistributionSVG/500/27/0.30|(0, 1, 1)|0.90122438|0.44075234|0.47609148
C3D|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.92086971|0.34069696|0.46840149
C3D|per patch|SVG|(0, 1, 1)|0.90287779|0.40989868|0.47227191
C3D|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.90923538|0.32956083|0.41692308
C3D|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.91808271|0.33600129|0.45109489
C3D|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.88044867|0.26610025|0.35435057
C3D|per patch|BalancedDistributionSVG/500/27/0.30|(0, 2, 2)|0.89984735|0.42518222|0.47311828
C3D|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.88601839|0.25821803|0.38233515
C3D|per patch|SVG|(0, 2, 2)|0.89720764|0.37375532|0.45106383
C3D|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.87756821|0.26957252|0.35000000
C3D|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.88615631|0.26309454|0.36687752
C3D|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.92935203|0.33058963|0.45353675
C3D|per patch|BalancedDistributionSVG/500/27/0.30|(1, 0, 0)|0.89674756|0.40726237|0.44215349
C3D|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.93371450|0.34878413|0.46278556
C3D|per patch|SVG|(1, 0, 0)|0.90247850|0.38211663|0.44727694
C3D|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.92588963|0.33516441|0.45100865
C3D|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.92652352|0.33599613|0.44142857
C3D|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.92225103|0.29397777|0.41893831
C3D|per patch|BalancedDistributionSVG/500/27/0.30|(2, 0, 0)|0.89360251|0.39586674|0.43076923
C3D|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.92516014|0.29949719|0.42922976
C3D|per patch|SVG|(2, 0, 0)|0.89601887|0.35109877|0.42437923
C3D|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.91856287|0.30015276|0.42444594
C3D|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.92006738|0.29245759|0.41374920
C3D|per frame (max)|SpatialBin/SVG/0.20|None|0.82173354|0.79410877|0.76404494
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|None|0.81799041|0.83075011|0.73619632
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.84676570|0.82368422|0.79096045
C3D|per frame (max)|SVG|None|0.80231606|0.79688918|0.71823204
C3D|per frame (max)|SpatialBin/SVG/0.50|None|0.80559130|0.78225101|0.75000000
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.85694233|0.85894307|0.77528090
C3D|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.83752486|0.78181809|0.76041667
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|(1, 1, 1)|0.83998128|0.85971210|0.75675676
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.84290560|0.80000504|0.81176471
C3D|per frame (max)|SVG|(1, 1, 1)|0.80804772|0.81251206|0.71276596
C3D|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.83436659|0.78452461|0.76237624
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.85869692|0.83464342|0.80681818
C3D|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.82664639|0.75271458|0.78260870
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|(2, 2, 2)|0.81927711|0.82135965|0.71748879
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.82407299|0.75793666|0.79532164
C3D|per frame (max)|SVG|(2, 2, 2)|0.76125863|0.75072288|0.69724771
C3D|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.82547666|0.75947262|0.78260870
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.83541935|0.78082778|0.79558011
C3D|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.82442391|0.80791574|0.78857143
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|(0, 1, 1)|0.82430694|0.85012539|0.74157303
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.85705931|0.84042143|0.81761006
C3D|per frame (max)|SVG|(0, 1, 1)|0.80956837|0.82335058|0.71910112
C3D|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.81331150|0.79933907|0.77714286
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.86220611|0.87413298|0.78787879
C3D|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.83085741|0.81969825|0.77528090
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|(0, 2, 2)|0.80968534|0.83542292|0.72483221
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.85764417|0.84723046|0.81250000
C3D|per frame (max)|SVG|(0, 2, 2)|0.78044216|0.79984853|0.69230769
C3D|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.81857527|0.81072993|0.76666667
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.86431162|0.87698185|0.80000000
C3D|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.82805006|0.77007903|0.74876847
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|(1, 0, 0)|0.84770149|0.86719054|0.76646707
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.82676336|0.77493464|0.77647059
C3D|per frame (max)|SVG|(1, 0, 0)|0.81143993|0.80113093|0.75739645
C3D|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.82313721|0.77093742|0.74876847
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.83670605|0.81657875|0.75392670
C3D|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.79775412|0.73282317|0.71895425
C3D|per frame (max)|BalancedDistributionSVG/500/27/0.30|(2, 0, 0)|0.86875658|0.87578170|0.77647059
C3D|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.80687800|0.74275131|0.77094972
C3D|per frame (max)|SVG|(2, 0, 0)|0.78746052|0.74869635|0.72316384
C3D|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.79974266|0.74041074|0.73103448
C3D|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.82126565|0.78070482|0.76086957
C3D|per frame (sum)|SpatialBin/SVG/0.20|None|0.84173588|0.81943492|0.77966102
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|None|0.79190549|0.80435788|0.70238095
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.86887355|0.85383992|0.82424242
C3D|per frame (sum)|SVG|None|0.76617148|0.77599657|0.69841270
C3D|per frame (sum)|SpatialBin/SVG/0.50|None|0.83191016|0.81570048|0.77647059
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.87799743|0.88063120|0.82716049
C3D|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.84980699|0.79295806|0.79041916
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|(1, 1, 1)|0.79307521|0.79924801|0.69523810
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.86033454|0.81340844|0.79761905
C3D|per frame (sum)|SVG|(1, 1, 1)|0.75973798|0.75914746|0.69523810
C3D|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.84629781|0.79490066|0.79012346
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.87039420|0.83297408|0.81142857
C3D|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.83939642|0.75870763|0.78313253
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|(2, 2, 2)|0.79295824|0.78368586|0.71568627
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.82547666|0.75608425|0.75935829
C3D|per frame (sum)|SVG|(2, 2, 2)|0.75225173|0.72821845|0.69198312
C3D|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.83740788|0.76428521|0.77456647
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.84360744|0.78643476|0.78453039
C3D|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.84173588|0.81943492|0.77966102
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|(0, 1, 1)|0.79190549|0.80435788|0.70238095
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.86887355|0.85383992|0.82424242
C3D|per frame (sum)|SVG|(0, 1, 1)|0.76617148|0.77599657|0.69841270
C3D|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.83191016|0.81570048|0.77647059
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.87799743|0.88063120|0.82716049
C3D|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.84173588|0.81943492|0.77966102
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|(0, 2, 2)|0.79190549|0.80435788|0.70238095
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.86887355|0.85383992|0.82424242
C3D|per frame (sum)|SVG|(0, 2, 2)|0.76617148|0.77599657|0.69841270
C3D|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.83191016|0.81570048|0.77647059
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.87799743|0.88063120|0.82716049
C3D|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.84980699|0.79295806|0.79041916
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|(1, 0, 0)|0.79307521|0.79924801|0.69523810
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.86033454|0.81340844|0.79761905
C3D|per frame (sum)|SVG|(1, 0, 0)|0.75973798|0.75914746|0.69523810
C3D|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.84629781|0.79490066|0.79012346
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.87039420|0.83297408|0.81142857
C3D|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.83939642|0.75870763|0.78313253
C3D|per frame (sum)|BalancedDistributionSVG/500/27/0.30|(2, 0, 0)|0.79295824|0.78368586|0.71568627
C3D|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.82547666|0.75608425|0.75935829
C3D|per frame (sum)|SVG|(2, 0, 0)|0.75225173|0.72821845|0.69198312
C3D|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.83740788|0.76428521|0.77456647
C3D|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.84360744|0.78643476|0.78453039
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|None|0.65285026|0.06281404|0.14532030
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|None|0.63856901|0.06050228|0.13665633
EfficientNetB0_Block3|per patch|SVG|None|0.60368467|0.05987792|0.13512366
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|None|0.65248909|0.06282798|0.14588788
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|None|0.63882126|0.06047499|0.13530814
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|None|0.50304987|0.05252532|0.12091162
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.62783867|0.05772304|0.13292637
